Week,TRx_Quantity,NRx_Quantity,Year,Month,Normalized_TRx,Normalized_NRx,Normalized_RRx,TRx_Wow_Growth,NRx_Wow_Growth,RRx_Wow_Growth,Week_Of_Year,Four_Week_MA_TRx,Four_Week_MA_NRx,Four_Week_MA_RRx,Eight_Week_MA_TRx,Eight_Week_MA_NRx,Eight_Week_MA_RRx,Thirteen_Week_MA_TRx,Thirteen_Week_MA_NRx,Thirteen_Week_MA_RRx,Four_Week_MA_TRx_WoW_Growth,Four_Week_MA_NRx_WoW_Growth,Four_Week_MA_RRx_WoW_Growth,Eight_Week_MA_TRx_WoW_Growth,Eight_Week_MA_NRx_WoW_Growth,Eight_Week_MA_RRx_WoW_Growth,Thirteen_Week_MA_TRx_WoW_Growth,Thirteen_Week_MA_NRx_WoW_Growth,Thirteen_Week_MA_RRx_WoW_Growth
2015-02-20,1190534,544566,2015,2,9921,4538,5383,-0.0346,-0.049,-0.0222,7,10012.0,4647.0,5365.0,9782.0,4429.0,5354.0,9740.0,4349.0,5391.0,0.0135,0.0007,0.025,0.0227,0.038,0.0136,0.0067,0.014,0.004
2015-02-13,1233321,572708,2015,2,10277,4772,5505,0.0064,-0.0021,0.0138,6,9888.0,4647.0,5240.0,9588.0,4290.0,5298.0,9714.0,4324.0,5390.0,0.013,0.0177,0.0099,0.0021,0.0087,0.0005,0.0111,0.018000000000000002,0.0087
2015-02-06,1225546,573959,2015,2,10212,4782,5430,0.0598,0.0638,0.0562,5,9764.0,4568.0,5196.0,9607.0,4292.0,5316.0,9644.0,4280.0,5365.0,0.0138,0.0277,0.0031,0.0027,0.0074,0.0027,0.008,0.016,0.0047
2015-01-30,1156392,539509,2015,1,9636,4495,5141,0.0224,-0.0097,0.0522,4,9634.0,4445.0,5188.0,9621.0,4299.0,5322.0,9605.0,4244.0,5360.0,0.0089,0.0636,-0.0266,-0.0063,0.0119,-0.0161,0.0047,0.0107,0.003
2015-01-23,1131062,544697,2015,1,9425,4539,4886,-0.0365,0.0189,-0.0828,3,9553.0,4210.0,5343.0,9723.0,4288.0,5435.0,9597.0,4233.0,5364.0,0.0318,0.0753,0.0021,0.0145,0.0393,-0.0008,0.0056,0.0154,0.0005
2015-01-16,1173937,534612,2015,1,9782,4455,5327,0.0094,0.038,-0.0133,2,9288.0,3933.0,5355.0,9644.0,4176.0,5468.0,9582.0,4201.0,5381.0,-0.0087,-0.0003,-0.0089,0.0088,0.02,0.0044,0.0101,0.0147,0.0094
2015-01-09,1162935,515130,2015,1,9691,4292,5399,0.0404,0.207,-0.0625,1,9451.0,4015.0,5436.0,9619.0,4146.0,5473.0,9524.0,4173.0,5351.0,-0.0083,-0.0129,0.0024,0.0104,0.0157,0.0109,0.0089,0.0128,0.0088
2015-01-02,1117802,426801,2015,1,9315,3556,5759,0.114,0.0373,0.1672,52,9609.0,4154.0,5455.0,9578.0,4134.0,5444.0,9477.0,4154.0,5323.0,-0.0215,-0.0397,-0.0056,0.0011,-0.0138,0.014,0.0045,-0.0044,0.0123
2014-12-26,1003498,411373,2014,12,8362,3428,4934,-0.1987,-0.2836,-0.1269,51,9893.0,4366.0,5527.0,9626.0,4230.0,5396.0,9471.0,4196.0,5275.0,-0.0028,0.0033,-0.0038,-0.011,-0.0191,-0.0027,-0.0002,-0.0029,0.0031
2014-12-19,1252380,574242,2014,12,10436,4785,5651,0.011,-0.0124,0.0318,50,10000.0,4420.0,5581.0,9774.0,4344.0,5429.0,9503.0,4231.0,5272.0,0.0262,0.0404,0.0177,0.018000000000000002,0.0228,0.0156,0.0129,0.0144,0.0126
2014-12-12,1238748,581443,2014,12,10322,4845,5477,-0.0124,0.0999,-0.0943,49,9787.0,4276.0,5510.0,9623.0,4263.0,5360.0,9395.0,4181.0,5215.0,0.0292,0.0443,0.0194,0.0194,0.0256,0.0158,0.0109,0.0155,0.0082
2014-12-05,1254271,528642,2014,12,10452,4405,6047,0.1888,0.2092,0.1744,48,9548.0,4114.0,5434.0,9461.0,4168.0,5292.0,9306.0,4125.0,5181.0,0.0238,0.0121,0.0335,0.0202,0.0148,0.0249,0.0178,0.0172,0.0187
2014-11-28,1055150,437171,2014,11,8792,3643,5149,-0.0824,-0.1351,-0.041,47,9360.0,4094.0,5265.0,9289.0,4123.0,5167.0,9157.0,4069.0,5088.0,-0.0193,-0.0414,-0.0016,-0.0055,-0.0135,0.001,-0.003,-0.0087,0.0019
2014-11-21,1149781,505465,2014,11,9581,4212,5369,0.0227,0.0033,0.0385,46,9546.0,4270.0,5277.0,9345.0,4181.0,5164.0,9194.0,4112.0,5081.0,0.0097,0.0052,0.0134,0.0113,0.0106,0.0121,0.0102,0.0045,0.0157
2014-11-14,1124258,503797,2014,11,9368,4198,5170,-0.0339,-0.0291,-0.0378,45,9459.0,4250.0,5210.0,9245.0,4140.0,5105.0,9111.0,4101.0,5010.0,0.0097,0.006999999999999999,0.0121,0.0049,0.0028,0.0069,0.0087,0.0067,0.0111
2014-11-07,1163739,518964,2014,11,9697,4324,5373,0.0165,-0.0046,0.0341,44,9374.0,4222.0,5151.0,9203.0,4131.0,5072.0,9043.0,4081.0,4962.0,0.0167,0.0175,0.0163,0.0074,0.0066,0.0083,0.013,0.0099,0.0162
2014-10-31,1144818,521328,2014,10,9540,4344,5196,0.0334,0.0513,0.0188,43,9219.0,4151.0,5068.0,9137.0,4106.0,5031.0,8935.0,4047.0,4888.0,0.0083,0.0144,0.0035,0.015,0.0226,0.0094,0.0148,0.0139,0.0161
2014-10-24,1107916,495891,2014,10,9232,4132,5100,0.0229,0.0103,0.0334,42,9143.0,4092.0,5051.0,9008.0,4022.0,4986.0,8816.0,3998.0,4817.0,0.013,0.016,0.0108,0.0006,0.0001,0.0016,0.0119,0.0096,0.0145
2014-10-17,1083092,490895,2014,10,9025,4090,4935,-0.0061,0.0129,-0.0212,41,9030.0,4030.0,5000.0,9012.0,4031.0,4981.0,8722.0,3967.0,4755.0,0.0001,-0.0013,0.0016,0.0089,0.0034,0.0146,0.0089,0.0064,0.0117
2014-10-10,1089609,484611,2014,10,9080,4038,5042,-0.0169,-0.017,-0.0168,40,9033.0,4039.0,4994.0,8948.0,4028.0,4920.0,8654.0,3949.0,4705.0,-0.0018,-0.0042,0.0003,0.0101,0.0058,0.0146,0.0076,0.0063,0.0093
2014-10-03,1108377,493005,2014,10,9236,4108,5128,0.0521,0.0577,0.0476,39,9054.0,4060.0,4994.0,8873.0,4015.0,4857.0,8597.0,3931.0,4666.0,0.0217,0.0307,0.0152,0.0149,0.0095,0.0204,0.0179,0.0163,0.0198
2014-09-26,1053596,466178,2014,9,8779,3884,4895,-0.0285,-0.0589,-0.0031,38,8872.0,3951.0,4921.0,8756.0,3988.0,4768.0,8461.0,3878.0,4583.0,-0.0119,-0.0158,-0.0076,0.0133,0.0082,0.0184,0.0097,0.0056,0.0138
2014-09-19,1084540,495240,2014,9,9037,4127,4910,-0.014,0.0012,-0.0264,37,8994.0,4033.0,4962.0,8656.0,3966.0,4690.0,8394.0,3866.0,4528.0,0.0176,0.0081,0.0276,0.0164,0.015,0.0185,0.0149,0.0147,0.0158
2014-09-12,1099826,494703,2014,9,9165,4122,5043,0.0773,0.1229,0.0428,36,8862.0,4017.0,4846.0,8529.0,3916.0,4612.0,8283.0,3818.0,4464.0,0.022,0.0158,0.0288,0.0162,0.0109,0.0216,0.017,0.0139,0.0203
2014-09-05,1020849,440576,2014,9,8507,3671,4836,-0.0822,-0.1282,-0.0439,35,8691.0,3970.0,4721.0,8401.0,3882.0,4519.0,8155.0,3774.0,4381.0,0.0081,-0.0117,0.0255,0.0035,-0.0031,0.0095,0.0081,0.0006,0.0148
2014-08-29,1112366,505410,2014,8,9269,4211,5058,0.0893,0.0364,0.1377,34,8639.0,4024.0,4615.0,8380.0,3899.0,4481.0,8100.0,3778.0,4322.0,0.0384,0.0322,0.0445,0.0284,0.0271,0.0301,0.0255,0.0317,0.0217
2014-08-22,1021144,487624,2014,8,8509,4063,4446,0.0034,0.032,-0.0214,33,8318.0,3899.0,4419.0,8155.0,3800.0,4355.0,7912.0,3679.0,4233.0,0.0152,0.0218,0.0095,0.0105,0.0124,0.0091,0.0146,0.0191,0.0122
2014-08-15,1017653,472510,2014,8,8480,3937,4543,0.0218,0.0131,0.0295,32,8195.0,3816.0,4379.0,8079.0,3757.0,4321.0,7811.0,3625.0,4186.0,0.0104,0.006,0.0143,0.0151,0.0159,0.0146,0.0134,0.0146,0.0138
2014-08-08,995981,466346,2014,8,8299,3886,4413,0.0393,0.0474,0.0323,31,8110.0,3794.0,4317.0,7968.0,3704.0,4264.0,7719.0,3587.0,4132.0,-0.001,0.0055,-0.0064,0.0139,0.0131,0.0148,0.0138,0.0177,0.0119
2014-08-01,958239,445284,2014,8,7985,3710,4275,-0.0037,-0.0051,-0.0026,30,8122.0,3774.0,4348.0,7868.0,3661.0,4207.0,7625.0,3539.0,4086.0,0.0184,0.022,0.0156,0.0042,0.001,0.0073,0.0101,0.0124,0.0096
2014-07-25,961850,447554,2014,7,8015,3729,4286,-0.0157,-0.0312,-0.0019,29,7992.0,3701.0,4291.0,7845.0,3664.0,4182.0,7561.0,3510.0,4051.0,0.0058,0.003,0.0087,0.0226,0.036000000000000004,0.0133,0.0146,0.0178,0.0132
2014-07-18,977206,461880,2014,7,8143,3849,4294,-0.024,0.011,-0.0534,28,7962.0,3699.0,4264.0,7696.0,3563.0,4133.0,7467.0,3465.0,4002.0,0.0197,0.0257,0.0149,0.0181,0.024,0.0154,0.0164,0.0208,0.0141
2014-07-11,1001227,456857,2014,7,8343,3807,4536,0.1172,0.1135,0.1203,27,7825.0,3615.0,4210.0,7577.0,3501.0,4076.0,7358.0,3408.0,3950.0,0.0288,0.0207,0.036000000000000004,0.0195,0.0193,0.022,0.0193,0.0207,0.0194
2014-07-04,896267,410307,2014,7,7468,3419,4049,-0.0542,-0.0812,-0.0302,26,7615.0,3549.0,4066.0,7444.0,3456.0,3989.0,7227.0,3352.0,3875.0,-0.0102,-0.0202,-0.001,0.0084,0.0119,0.0076,0.0093,0.0115,0.0089
2014-06-27,947587,446570,2014,6,7896,3721,4175,0.0398,0.0595,0.0228,25,7698.0,3627.0,4072.0,7397.0,3436.0,3960.0,7170.0,3328.0,3842.0,0.0394,0.069,0.0178,0.014,0.0193,0.0116,0.0138,0.0153,0.014
2014-06-20,911383,421446,2014,6,7594,3512,4082,0.0123,-0.009000000000000001,0.0313,24,7430.0,3428.0,4002.0,7304.0,3389.0,3915.0,7078.0,3288.0,3790.0,0.0166,0.0223,0.0158,0.0158,0.02,0.0143,0.0142,0.0143,0.0155
2014-06-13,900352,425344,2014,6,7502,3544,3958,-0.0385,-0.0499,-0.028,23,7328.0,3387.0,3941.0,7203.0,3342.0,3861.0,6987.0,3253.0,3734.0,0.0103,0.0178,0.0079,0.0153,0.0221,0.0115,0.0157,0.0199,0.0134
2014-06-06,936242,447649,2014,6,7802,3730,4072,0.14400000000000002,0.2756,0.0452,22,7274.0,3362.0,3912.0,7106.0,3288.0,3819.0,6887.0,3201.0,3686.0,0.0268,0.0439,0.0162,0.0217,0.0295,0.017,0.0137,0.0193,0.0102
2014-05-30,818437,350990,2014,5,6820,2924,3896,-0.0515,-0.1274,0.0148,21,7095.0,3246.0,3849.0,6961.0,3206.0,3755.0,6798.0,3149.0,3649.0,-0.0115,-0.0305,0.0053,0.0022,-0.0057,0.0093,0.0023,-0.0082,0.0124
2014-05-23,862815,402164,2014,5,7190,3351,3839,-0.0129,-0.027000000000000003,-0.0003,20,7179.0,3350.0,3828.0,6949.0,3228.0,3721.0,6786.0,3180.0,3606.0,0.015,0.0177,0.0128,0.0091,0.0062,0.012,0.0095,0.0071,0.0123
2014-05-16,874182,413323,2014,5,7284,3444,3840,0.0278,0.0545,0.005,19,7078.0,3296.0,3782.0,6888.0,3210.0,3678.0,6726.0,3161.0,3565.0,0.0203,0.0264,0.0151,0.0163,0.0154,0.0174,0.0133,0.0194,0.0092
2014-05-09,850512,391932,2014,5,7087,3266,3821,-0.0094,-0.0222,0.0018,18,6939.0,3213.0,3726.0,6778.0,3162.0,3616.0,6640.0,3107.0,3534.0,0.0166,0.0152,0.0179,0.0168,0.0167,0.0172,0.0108,0.0133,0.0098
2014-05-02,858572,400862,2014,5,7154,3340,3814,0.0544,0.0657,0.0446,17,6828.0,3166.0,3661.0,6669.0,3113.0,3556.0,6572.0,3071.0,3501.0,0.016,0.0192,0.0132,0.0099,0.0122,0.0082,0.0123,0.0162,0.0102
2014-04-25,814287,376100,2014,4,6785,3134,3651,0.0083,0.0074,0.0091,16,6720.0,3106.0,3613.0,6605.0,3077.0,3528.0,6494.0,3027.0,3467.0,0.0033,-0.0053,0.0112,0.0027,-0.0063,0.0119,0.0106,0.0128,0.0099
2014-04-18,807542,373320,2014,4,6729,3111,3618,0.0131,0.0097,0.016,15,6698.0,3124.0,3574.0,6590.0,3101.0,3490.0,6430.0,2995.0,3435.0,0.0124,0.0045,0.0196,0.0068,0.0017,0.0125,0.008,0.0123,0.0056
2014-04-11,797142,369820,2014,4,6642,3081,3561,-0.0119,-0.0061,-0.0168,14,6618.0,3111.0,3507.0,6549.0,3100.0,3450.0,6381.0,2963.0,3418.0,0.0171,0.0182,0.0166,0.0098,0.0172,0.0055,0.012,0.0183,0.008
2014-04-04,806676,372065,2014,4,6722,3100,3622,0.0037,-0.0322,0.0366,13,6511.0,3060.0,3451.0,6491.0,3057.0,3434.0,6311.0,2917.0,3394.0,0.0039,0.0053,0.0032,0.0107,0.0148,0.0091,0.0099,0.0316,-0.0025
2014-03-28,803642,384406,2014,3,6697,3203,3494,0.0446,0.0467,0.0427,12,6491.0,3047.0,3444.0,6426.0,3020.0,3406.0,6253.0,2843.0,3410.0,0.002,-0.0072,0.0126,0.0116,0.0207,0.0054,0.0181,0.0358,0.0076
2014-03-21,769437,367244,2014,3,6411,3060,3351,0.0319,0.0643,0.0039,11,6483.0,3078.0,3406.0,6356.0,2966.0,3390.0,6151.0,2757.0,3394.0,0.0013,-0.0011,0.0054,0.01,0.0176,0.0051,0.0015,0.009000000000000001,-0.0004
2014-03-14,745637,345091,2014,3,6213,2875,3338,-0.0646,-0.0577,-0.0705,10,6480.0,3088.0,3392.0,6298.0,2922.0,3376.0,6156.0,2751.0,3405.0,0.0025,0.0162,-0.0057,0.0028,0.0097,-0.0013,0.0014,0.006999999999999999,0.0011
2014-03-07,797104,366153,2014,3,6642,3051,3591,-0.0037,-0.0821,0.0742,9,6471.0,3054.0,3417.0,6284.0,2900.0,3384.0,6162.0,2751.0,3411.0,0.0175,0.0244,0.015,0.019,0.0279,0.0135,0.0055,0.0145,0.0027
2014-02-28,800140,398966,2014,2,6667,3324,3343,0.0417,0.0712,0.014,8,6361.0,2993.0,3368.0,6170.0,2830.0,3340.0,6140.0,2729.0,3411.0,0.0211,0.0486,-0.0018,0.0146,0.059,-0.015,0.0182,0.0358,0.0076
2014-02-21,768018,372411,2014,2,6400,3103,3297,0.0366,0.1333,-0.0405,7,6228.0,2854.0,3374.0,6082.0,2681.0,3402.0,6049.0,2651.0,3397.0,0.0186,0.0363,0.0048,0.0233,0.0528,0.0043,0.0052,0.0111,0.0058
2014-02-14,740895,328633,2014,2,6174,2738,3436,-0.0047,-0.0249,0.0121,6,6116.0,2755.0,3360.0,5954.0,2554.0,3400.0,6039.0,2650.0,3389.0,0.0031,0.0033,0.0032,-0.0028,-0.0015,0.0017,0.003,0.0021,0.0089
2014-02-07,744435,337019,2014,2,6203,2808,3395,0.0108,0.0148,0.0074,5,6098.0,2747.0,3351.0,5992.0,2584.0,3408.0,6043.0,2673.0,3370.0,0.0206,0.0314,0.0121,0.0016,0.0064,0.0032,0.0038,0.0056,0.0074
2014-01-31,736554,332074,2014,1,6137,2767,3370,0.0318,0.0218,0.0401,4,5980.0,2666.0,3313.0,6003.0,2593.0,3410.0,6042.0,2685.0,3356.0,0.008,0.0694,-0.0282,-0.0011,0.0096,-0.004,0.0023,0.0034,0.0065
2014-01-24,713779,325051,2014,1,5948,2708,3240,-0.0254,0.0015,-0.0468,3,5936.0,2507.0,3429.0,6030.0,2592.0,3438.0,6050.0,2705.0,3345.0,0.0279,0.0694,0.0038,0.0151,0.0312,0.0081,-0.0007,-0.0025,0.0066
2014-01-17,732419,324535,2014,1,6103,2704,3399,0.0651,0.0877,0.0478,2,5792.0,2352.0,3440.0,5971.0,2543.0,3428.0,6076.0,2742.0,3334.0,-0.0088,-0.0063,0.0001,0.0024,-0.0002,0.0129,0.0033,-0.0019,0.0136
2014-01-10,687638,298323,2014,1,5730,2486,3244,-0.0394,0.1666,-0.1539,1,5886.0,2422.0,3464.0,5992.0,2590.0,3402.0,6078.0,2777.0,3301.0,-0.0173,-0.0187,-0.0057,-0.0048,-0.0092,0.0069,0.0015,-0.0061,0.0139
2014-01-03,715815,255794,2014,1,5965,2131,3834,0.1112,0.0216,0.1682,45,6026.0,2519.0,3507.0,6054.0,2659.0,3395.0,6090.0,2821.0,3269.0,-0.0102,-0.0502,0.0202,0.0008,-0.0274,0.0251,0.0033,-0.0217,0.0263
2013-12-27,644189,250385,2013,12,5368,2086,3282,-0.1719,-0.3012,-0.0615,44,6124.0,2677.0,3447.0,6082.0,2764.0,3318.0,6091.0,2902.0,3189.0,0.0024,-0.006999999999999999,0.0125,-0.0142,-0.0319,0.0036,-0.0034,-0.0217,0.0155
2013-12-20,777906,358276,2013,12,6482,2985,3497,0.0307,0.0383,0.0243,43,6151.0,2734.0,3417.0,6192.0,2881.0,3311.0,6127.0,2980.0,3146.0,0.0135,0.0058,0.0256,0.0064,-0.0012,0.0166,0.0101,0.0002,0.0221
2013-12-13,754701,345006,2013,12,6289,2875,3414,-0.0109,0.0405,-0.0503,42,6098.0,2759.0,3340.0,6168.0,2907.0,3261.0,6076.0,2994.0,3082.0,0.0078,0.0003,0.0196,0.0059,-0.0046,0.019,0.0115,0.002,0.0229
2013-12-06,763074,331650,2013,12,6358,2763,3595,0.1615,0.1946,0.1373,41,6082.0,2799.0,3284.0,6148.0,2942.0,3205.0,6019.0,3002.0,3017.0,0.0119,-0.0047,0.0301,0.0125,-0.0056,0.0317,0.0214,0.0116,0.032
2013-11-29,656950,277569,2013,11,5474,2313,3161,-0.1274,-0.25,-0.0088,40,6040.0,2852.0,3188.0,6088.0,2979.0,3109.0,5911.0,2985.0,2926.0,-0.0307,-0.0568,-0.0052,-0.0097,-0.0346,0.0155,0.0054,-0.0135,0.0264
2013-11-22,752879,370089,2013,11,6273,3084,3189,0.0079,0.0161,0.0,39,6232.0,3027.0,3205.0,6151.0,3087.0,3064.0,5891.0,3034.0,2857.0,-0.0007,-0.0082,0.0075,0.0093,-0.0006,0.0201,0.0168,0.006999999999999999,0.0292
2013-11-15,746917,364310,2013,11,6224,3035,3189,0.0057,0.0205,-0.0081,38,6237.0,3054.0,3182.0,6096.0,3091.0,3006.0,5800.0,3020.0,2781.0,0.004,-0.0096,0.0185,0.0086,-0.0046,0.0231,0.0196,0.0127,0.0284
2013-11-08,742761,356899,2013,11,6189,2974,3215,-0.0088,-0.0139,-0.004,37,6213.0,3086.0,3127.0,6046.0,3106.0,2940.0,5697.0,2990.0,2707.0,0.013,-0.0066,0.0333,0.014,0.0005,0.0285,0.0177,0.0053,0.0336
2013-11-01,749359,362038,2013,11,6244,3016,3228,-0.0075,-0.0554,0.042,36,6136.0,3107.0,3029.0,5966.0,3106.0,2859.0,5604.0,2983.0,2621.0,0.0112,-0.0123,0.0362,0.0299,0.023,0.0375,0.0209,0.0072,0.0389
2013-10-25,755023,383178,2013,10,6291,3193,3098,0.0268,0.0104,0.0442,35,6070.0,3148.0,2922.0,5806.0,3049.0,2757.0,5494.0,2969.0,2525.0,0.0192,0.006999999999999999,0.0328,0.025,0.0133,0.0403,0.0272,0.0162,0.0426
2013-10-18,735267,379205,2013,10,6127,3160,2967,0.0415,0.0327,0.051,34,5956.0,3127.0,2829.0,5670.0,3018.0,2652.0,5355.0,2929.0,2425.0,0.0132,0.0005,0.0277,0.0242,0.0141,0.0381,0.0241,0.0181,0.0333
2013-10-11,706033,367293,2013,10,5883,3060,2823,-0.0161,-0.0368,0.0075,33,5879.0,3126.0,2753.0,5541.0,2984.0,2557.0,5233.0,2885.0,2348.0,0.015,0.0076,0.0237,0.0246,0.0213,0.0304,0.0256,0.0195,0.0351
2013-10-04,717511,381342,2013,10,5979,3177,2802,0.0247,0.0215,0.0283,32,5796.0,3106.0,2690.0,5416.0,2934.0,2482.0,5110.0,2839.0,2271.0,0.0486,0.0583,0.0388,0.0243,0.0165,0.0369,0.0339,0.0225,0.0532
2013-09-27,700315,373292,2013,9,5835,3110,2725,0.0026,-0.0155,0.0241,31,5541.0,2950.0,2591.0,5291.0,2896.0,2395.0,4952.0,2784.0,2168.0,0.0307,0.0197,0.0478,0.0253,0.0152,0.0415,0.0245,0.0137,0.043
2013-09-20,698464,379121,2013,9,5820,3159,2661,0.049,0.0611,0.035,30,5384.0,2908.0,2476.0,5163.0,2862.0,2301.0,4838.0,2753.0,2085.0,0.0353,0.0278,0.0485,0.0342,0.0248,0.0498,0.0273,0.0199,0.041
2013-09-13,665803,357244,2013,9,5548,2977,2571,0.1183,0.1661,0.0677,29,5204.0,2842.0,2361.0,4996.0,2802.0,2194.0,4712.0,2705.0,2006.0,0.0342,0.0351,0.0372,0.0264,0.0215,0.0359,0.0248,0.0112,0.0493
2013-09-06,595420,306400,2013,9,4961,2553,2408,-0.0471,-0.1328,0.0645,28,5037.0,2762.0,2275.0,4871.0,2753.0,2118.0,4602.0,2683.0,1919.0,-0.0,-0.0253,0.0351,0.0192,0.0071,0.0367,0.0185,0.0011,0.0472
2013-08-30,624766,353341,2013,8,5206,2944,2262,0.021,0.0166,0.0268,27,5040.0,2842.0,2198.0,4786.0,2742.0,2045.0,4526.0,2686.0,1840.0,0.02,0.0106,0.0352,0.0366,0.0239,0.059,0.0377,0.0315,0.0504
2013-08-23,611963,347544,2013,8,5099,2896,2203,0.0444,0.0904,-0.0103,26,4942.0,2817.0,2126.0,4626.0,2681.0,1945.0,4379.0,2617.0,1762.0,0.0331,0.0219,0.0512,0.0219,0.0103,0.0426,0.0321,0.018000000000000002,0.0638
2013-08-16,585931,318734,2013,8,4882,2656,2226,-0.0185,-0.0755,0.0595,25,4789.0,2762.0,2027.0,4532.0,2657.0,1875.0,4255.0,2582.0,1673.0,0.0187,0.008,0.0346,0.0212,0.0071,0.0436,0.0331,0.0084,0.0923
2013-08-09,596880,344792,2013,8,4974,2873,2101,0.033,0.0109,0.0649,24,4705.0,2744.0,1960.0,4445.0,2643.0,1802.0,4133.0,2572.0,1560.0,0.0385,0.0396,0.0383,0.0255,0.0101,0.054000000000000006,0.0409,0.0209,0.0928
2013-08-02,577814,341082,2013,8,4815,2842,1973,0.0736,0.062,0.0907,23,4533.0,2642.0,1891.0,4338.0,2619.0,1719.0,3984.0,2530.0,1454.0,0.0533,0.0373,0.0829,0.0259,0.0131,0.051,0.0406,0.0195,0.1003
2013-07-26,538308,321141,2013,7,4485,2676,1809,-0.0134,0.0344,-0.0766,22,4310.0,2545.0,1765.0,4232.0,2588.0,1645.0,3841.0,2492.0,1350.0,0.0107,-0.0013,0.0341,0.0422,0.0382,0.0529,0.0351,0.0165,0.0883
2013-07-19,545623,310523,2013,7,4546,2587,1959,0.0609,0.0512,0.07400000000000001,21,4275.0,2553.0,1722.0,4084.0,2510.0,1575.0,3723.0,2462.0,1261.0,0.0236,0.0063,0.0526,0.0373,0.0139,0.0876,0.0468,0.0214,0.1174
2013-07-12,514302,295404,2013,7,4285,2461,1824,0.092,0.0016,0.2434,20,4184.0,2542.0,1643.0,3951.0,2492.0,1460.0,3573.0,2423.0,1149.0,0.0124,-0.0194,0.0698,0.0369,0.0032,0.1235,0.0569,0.0295,0.1402
2013-07-05,470932,294957,2013,7,3924,2457,1467,-0.0969,-0.0924,-0.1044,19,4143.0,2597.0,1546.0,3827.0,2500.0,1327.0,3410.0,2373.0,1038.0,-0.0014,-0.0111,0.0191,0.0358,0.014,0.1013,0.0578,0.0352,0.1417
2013-06-28,521504,324909,2013,6,4345,2707,1638,0.0385,0.0649,-0.0024,18,4155.0,2630.0,1524.0,3717.0,2484.0,1234.0,3260.0,2312.0,947.0,0.0736,0.0776,0.0716,0.0514,0.0247,0.1346,0.0737,0.0499,0.1633
2013-06-21,502117,305051,2013,6,4184,2542,1642,0.016,-0.0518,0.1427,17,3894.0,2466.0,1427.0,3544.0,2438.0,1106.0,3062.0,2222.0,840.0,0.051,0.0215,0.1225,0.0469,0.0193,0.1267,0.0773,0.0478,0.2027
2013-06-14,494264,321771,2013,6,4118,2681,1437,0.0368,0.0347,0.0406,16,3718.0,2442.0,1277.0,3389.0,2406.0,983.0,2866.0,2139.0,727.0,0.0614,0.0258,0.1772,0.0622,0.0381,0.1466,0.0893,0.0634,0.2232
2013-06-07,476695,310928,2013,6,3972,2591,1381,0.2033,0.2627,0.1057,15,3512.0,2404.0,1108.0,3199.0,2332.0,867.0,2657.0,2031.0,625.0,0.0729,0.0392,0.1834,0.0817,0.0534,0.1878,0.107,0.08,0.2571
2013-05-31,396217,246272,2013,5,3301,2052,1249,-0.052000000000000005,-0.1597,0.201,14,3279.0,2337.0,942.0,2974.0,2233.0,740.0,2436.0,1911.0,525.0,0.0291,-0.0283,0.1975,0.0692,0.03,0.2075,0.0995,0.0645,0.3508
